Use this table to estimate the effect of matte lamination on offset prints.

The correction is valid for prints with a 150-200 lpi screen on coated paper.
Add the given DELTA_L/A/B values to your measurements on unlaminated prints.
Make sure that the CMYK sequence of your measurements matches this table.
Data are based on the work of the ECI, see documentation and www.eci.org.
This file is provided "AS IS", without warranties and liabilities of any kind.

ID	CMYK_C	CMYK_M	CMYK_Y	CMYK_K	DELTA_L	DELTA_A	DELTA_B
1261	0	40	0	100	7.36	-1.85	-0.28
1262	0	100	0	100	9.76	-6.83	-1.49
1263	40	0	0	100	7.32	0.48	0.75
1264	40	40	0	100	8.44	-1.3	0.89
1265	40	100	0	100	10.51	-6.4	-0.22
1266	100	0	0	100	9.93	4.07	4.18
1267	100	40	0	100	10.62	1.45	4.03
1268	100	100	0	100	11.49	-3.82	2.17
1269	0	0	40	100	6.82	0.17	-1.67
1270	0	40	40	100	7.76	-1.29	-1.92
1271	0	100	40	100	9.72	-5.71	-2.79
1272	40	0	40	100	7.74	1.27	-0.84
1273	40	40	40	100	8.62	-0.47	-0.93
1274	40	100	40	100	10.42	-4.97	-1.62
1275	100	0	40	100	9.96	5.47	2.09
1276	100	40	40	100	10.53	2.77	1.84
1277	100	100	40	100	11.47	-2.15	0.63
1278	0	0	100	100	7.56	1.14	-5.85
1279	0	40	100	100	8.21	-0.13	-5.72
1280	0	100	100	100	9.55	-3.69	-4.69
1281	40	0	100	100	8.19	2.44	-5.18
1282	40	40	100	100	8.87	1.02	-4.84
1283	40	100	100	100	10.21	-2.75	-3.84
1284	100	0	100	100	9.78	6.2	-2.72
1285	100	40	100	100	10.33	4.17	-2.46
1286	100	100	100	100	11.39	-0.13	-2.15
1287	100	0	0	0	1.07	1.94	1.54
1288	98	0	0	0	0.87	1.73	1.41
1289	95	0	0	0	0.57	1.4	1.14
1290	90	0	0	0	-0.01	0.71	0.55
1291	85	0	0	0	-0.67	-0.07	-0.15
1292	80	0	0	0	-1.38	-0.97	-0.98
1293	75	0	0	0	-2.12	-1.7	-1.84
1294	70	0	0	0	-2.77	-2.15	-2.53
1295	60	0	0	0	-3.52	-2.85	-3.46
1296	50	0	0	0	-3.93	-2.96	-3.76
1297	40	0	0	0	-4.05	-3.23	-3.88
1298	30	0	0	0	-4.39	-2.92	-4.29
1299	25	0	0	0	-3.96	-2.62	-3.66
1300	20	0	0	0	-3.31	-2.27	-2.88
1301	15	0	0	0	-2.94	-1.53	-2.35
1302	10	0	0	0	-2.39	-1.13	-1.66
1303	7	0	0	0	-2.01	-0.86	-1.15
1304	5	0	0	0	-1.73	-0.64	-0.81
1305	3	0	0	0	-1.45	-0.38	-0.43
1306	2	0	0	0	-1.29	-0.23	-0.21
1307	0	100	0	0	1.72	-2.67	1.29
1308	0	98	0	0	1.54	-2.38	1.37
1309	0	95	0	0	1.24	-1.88	1.46
1310	0	90	0	0	0.6	-0.74	1.54
1311	0	85	0	0	-0.17	0.67	1.64
1312	0	80	0	0	-1.14	2.43	1.68
1313	0	75	0	0	-2.12	4	1.67
1314	0	70	0	0	-2.86	5.09	1.59
1315	0	60	0	0	-3.88	6.32	1.4
1316	0	50	0	0	-4.42	6.66	0.82
1317	0	40	0	0	-4.85	6.82	0.37
1318	0	30	0	0	-5.01	6.42	-0.06
1319	0	25	0	0	-4.57	5.59	-0.11
1320	0	20	0	0	-3.98	4.68	-0.22
1321	0	15	0	0	-3.35	3.63	-0.25
1322	0	10	0	0	-2.68	2.61	-0.17
1323	0	7	0	0	-2.24	1.97	-0.04
1324	0	5	0	0	-1.92	1.49	-0.03
1325	0	3	0	0	-1.56	0.97	0.06
1326	0	2	0	0	-1.38	0.68	0.11
1327	0	0	100	0	0.25	-0.05	-2.82
1328	0	0	98	0	0.2	-0.04	-2.35
1329	0	0	95	0	0.14	-0.04	-1.57
1330	0	0	90	0	0.05	-0.03	-0.09
1331	0	0	85	0	-0.06	-0.06	1.6
1332	0	0	80	0	-0.19	-0.14	3.54
1333	0	0	75	0	-0.37	-0.13	5.36
1334	0	0	70	0	-0.54	-0.09	6.72
1335	0	0	60	0	-0.69	-0.25	8.49
1336	0	0	50	0	-0.89	-0.32	8.77
1337	0	0	40	0	-1.03	-0.5	8.85
1338	0	0	30	0	-1.3	-0.79	8.61
1339	0	0	25	0	-1.25	-0.77	7.67
1340	0	0	20	0	-1.15	-0.67	6.44
1341	0	0	15	0	-1.17	-0.38	4.93
1342	0	0	10	0	-1.11	-0.27	3.66
1343	0	0	7	0	-1.06	-0.21	2.85
1344	0	0	5	0	-1.03	-0.16	2.17
1345	0	0	3	0	-1	-0.08	1.46
1346	0	0	2	0	-0.99	-0.03	1.07
1347	0	0	0	100	6.17	-0.32	-0.26
1348	0	0	0	98	5.23	-0.3	-0.2
1349	0	0	0	95	3.8	-0.26	-0.14
1350	0	0	0	90	1.65	-0.22	-0.05
1351	0	0	0	85	-0.39	-0.18	0.04
1352	0	0	0	80	-2.23	-0.14	0.11
1353	0	0	0	75	-3.55	-0.12	0.18
1354	0	0	0	70	-4.69	-0.11	0.22
1355	0	0	0	60	-6.17	-0.12	0.25
1356	0	0	0	50	-6.22	-0.13	0.21
1357	0	0	0	40	-6.71	-0.13	0.03
1358	0	0	0	30	-6.65	-0.13	-0.16
1359	0	0	0	25	-6.11	-0.12	-0.07
1360	0	0	0	20	-5.28	-0.1	0.02
1361	0	0	0	15	-4.27	-0.09	0.1
1362	0	0	0	10	-3.38	-0.04	0.18
1363	0	0	0	7	-2.79	-0.01	0.22
1364	0	0	0	5	-2.35	0.01	0.25
1365	0	0	0	3	-1.83	0.04	0.27
1366	0	0	0	2	-1.57	0.05	0.27
1367	0	0	0	0	-0.89	0.07	0.28
1368	100	85	85	0	4.52	1.11	0.83
1369	80	65	65	0	1.28	-0.64	0.58
1370	60	45	45	0	-2.47	-1.41	-0.17
1371	40	27	27	0	-5.04	-0.64	0.43
1372	20	12	12	0	-4.6	-0.45	-0.05
1373	10	6	6	0	-3.42	-0.01	0.06
1374	5	3	3	0	-2.39	0.03	0.14
1375	40	27	27	10	-5.73	-0.47	0.66
1376	20	12	12	10	-5.89	-0.41	0.15
1377	10	6	6	10	-5.19	-0.07	0.15
1378	60	45	45	20	-3.14	-0.31	0.45
1379	40	27	27	20	-6.23	-0.34	0.77
1380	20	12	12	20	-6.89	-0.31	0.26
1381	10	6	6	20	-6.53	-0.03	0.26
1382	80	65	65	40	1.83	0.42	0.9
1383	60	45	45	40	-2.41	0.22	0.77
1384	40	27	27	40	-5.57	-0.05	1.02
1385	20	12	12	40	-6.91	-0.17	0.61
1386	10	6	6	40	-7.12	0.01	0.64
1387	100	85	85	60	6.57	1.76	0.08
1388	80	65	65	60	3.51	0.53	0.64
1389	60	45	45	60	-0.39	0.64	0.74
1390	40	27	27	60	-3.63	0.3	1.01
1391	20	12	12	60	-5.44	-0.02	0.55
1392	10	6	6	60	-6	0.07	0.48
1393	100	85	85	80	8.59	1.17	-0.84
1394	80	65	65	80	6.52	0.61	0.07
1395	60	45	45	80	3.62	0.35	0.33
1396	40	27	27	80	0.88	0.34	0.64
1397	20	12	12	80	-1.06	0	0.33
1398	10	6	6	80	-1.77	-0.02	0.23
1399	100	85	85	100	11.18	0.37	-1.53
1400	80	65	65	100	10.4	0.37	-0.82
1401	60	45	45	100	9.32	0.17	-0.38
1402	40	27	27	100	8.17	0.04	-0.09
1403	20	12	12	100	7.07	-0.22	-0.17
1404	10	6	6	100	6.59	-0.25	-0.22
1405	100	0	0	70	2.54	6.26	5.3
1406	0	100	0	70	3.81	-9.42	0.93
1407	0	0	100	70	-0.95	0.48	-10.92
1408	100	100	0	70	8.06	-5.52	8.14
1409	100	0	100	70	3.39	10.53	-4.7
1410	0	100	100	70	4.13	-8.24	-9.28
1411	40	40	0	70	-1.48	-0.44	1.71
1412	40	0	40	70	-2.26	0.4	-0.27
1413	0	40	40	70	-1.97	-0.32	-0.85
1414	3	3	0	0	-2.06	0.49	-0.69
1415	3	0	3	0	-1.53	-0.53	0.68
1416	0	3	3	0	-1.63	0.79	1.14
1417	3	3	3	0	-2.12	0.34	0.42
1418	3	0	0	3	-2.32	-0.38	-0.38
1419	0	3	0	3	-2.44	0.95	0.09
1420	3	3	0	3	-2.91	0.48	-0.64
1421	0	0	3	3	-1.88	-0.08	1.46
1422	3	0	3	3	-2.39	-0.52	0.7
1423	0	3	3	3	-2.49	0.79	1.15
1424	3	3	3	3	-2.97	0.33	0.44
1425	7	7	0	0	-3.17	0.8	-1.37
1426	7	0	7	0	-2.19	-1.17	1.24
1427	0	7	7	0	-2.33	1.56	2.15
1428	7	7	7	0	-3.26	0.54	0.68
1429	7	0	0	7	-3.65	-0.76	-0.85
1430	0	7	0	7	-3.83	1.65	0.09
1431	7	7	0	7	-4.59	0.64	-1.04
1432	0	0	7	7	-2.85	-0.17	2.5
1433	7	0	7	7	-3.78	-1.01	1.14
1434	0	7	7	7	-3.86	1.31	1.92
1435	7	7	7	7	-4.63	0.43	0.65
1436	40	3	0	0	-4.33	-2.64	-3.84
1437	3	40	0	0	-5.04	6.19	-0.04
1438	40	0	3	0	-4.15	-3.48	-2.93
1439	40	3	3	0	-4.4	-2.98	-2.9
1440	0	40	3	0	-4.78	6.71	0.81
1441	3	40	3	0	-4.99	6.06	0.34
1442	40	40	3	0	-4.96	0.92	-1.83
1443	3	0	40	0	-1.52	-1.07	8.06
1444	0	3	40	0	-1.56	0.24	8.04
1445	3	3	40	0	-2.02	-0.19	7.28
1446	40	3	40	0	-4.27	-3.93	2.1
1447	3	40	40	0	-4.16	5.09	2
1448	40	0	0	3	-4.52	-3.04	-3.47
1449	40	3	0	3	-4.82	-2.43	-3.44
1450	0	40	0	3	-5.25	6.28	0.43
1451	3	40	0	3	-5.45	5.67	0.01
1452	40	40	0	3	-5.27	1.05	-1.85
1453	40	0	3	3	-4.61	-3.28	-2.52
1454	40	3	3	3	-4.88	-2.76	-2.49
1455	0	40	3	3	-5.2	6.17	0.89
1456	3	40	3	3	-5.41	5.52	0.41
1457	40	40	3	3	-5.24	0.8	-1.49
1458	0	0	40	3	-1.79	-0.47	8.13
1459	3	0	40	3	-2.26	-1.05	7.33
1460	40	0	40	3	-4.47	-4.17	2.26
1461	0	3	40	3	-2.3	0.27	7.35
1462	3	3	40	3	-2.76	-0.17	6.59
1463	40	3	40	3	-4.66	-3.58	1.92
1464	0	40	40	3	-4.31	5.26	2.34
1465	3	40	40	3	-4.56	4.61	1.75
1466	40	40	40	3	-4.51	-0.32	-0.53
1467	3	0	0	40	-6.84	-0.11	0.5
1468	0	3	0	40	-6.87	0.42	0.7
1469	3	3	0	40	-6.99	0.22	0.37
1470	40	3	0	40	-6.53	-0.85	-0.57
1471	3	40	0	40	-6.65	1.98	0.84
1472	0	0	3	40	-6.68	0.01	1.22
1473	3	0	3	40	-6.8	-0.17	0.89
1474	40	0	3	40	-6.49	-1.18	-0.23
1475	0	3	3	40	-6.83	0.33	1.09
1476	3	3	3	40	-6.96	0.15	0.77
1477	40	3	3	40	-6.5	-0.99	-0.19
1478	0	40	3	40	-6.57	2.18	1.16
1479	3	40	3	40	-6.59	1.91	0.98
1480	40	40	3	40	-5.28	0.11	0.83
1481	3	0	40	40	-5.79	-0.51	2.53
1482	0	3	40	40	-5.81	0.01	2.51
1483	3	3	40	40	-5.93	-0.12	2.22
1484	40	3	40	40	-5.63	-1.07	0.71
1485	3	40	40	40	-5.49	1.56	0.36
1486	0	0	0	10	-3.38	-0.04	0.18
1487	0	0	10	10	-3.44	-0.26	2.97
1488	0	0	20	10	-3.39	-0.55	5.06
1489	0	0	40	10	-3.12	-0.45	6.73
1490	0	0	70	10	-2.39	-0.13	4.15
1491	0	10	0	10	-4.64	2.02	-0.05
1492	0	10	10	10	-4.65	1.63	2.18
1493	0	10	20	10	-4.58	1.67	3.58
1494	0	10	40	10	-4.15	1.32	4.82
1495	0	10	70	10	-3.37	1.53	1.97
1496	0	20	0	10	-5.52	3.59	-0.01
1497	0	20	10	10	-5.41	3.18	1.68
1498	0	20	20	10	-5.39	3.14	2.59
1499	0	20	40	10	-4.76	2.81	3.53
1500	0	20	70	10	-3.93	2.86	0.43
1501	0	40	0	10	-5.98	5.29	0.5
1502	0	40	10	10	-5.78	4.94	1.47
1503	0	40	20	10	-5.53	4.66	1.98
1504	0	40	40	10	-4.95	4.39	1.84
1505	0	40	70	10	-4.12	4.02	-1.74
1506	0	70	0	10	-3.58	3.04	1.58
1507	0	70	10	10	-3.35	2.71	1.78
1508	0	70	20	10	-3.19	2.42	1.56
1509	0	70	40	10	-2.72	1.94	0.61
1510	0	70	70	10	-2.03	1.32	-2.9
1511	10	0	0	10	-4.44	-0.95	-1.22
1512	10	0	10	10	-4.54	-1.37	1.35
1513	10	0	20	10	-4.44	-1.67	3.24
1514	10	0	40	10	-4.15	-1.69	4.83
1515	10	0	70	10	-3.41	-1.23	2.02
1516	10	10	0	10	-5.5	0.74	-1.37
1517	10	10	10	10	-5.5	0.42	0.74
1518	10	10	20	10	-5.33	0.19	2.14
1519	10	10	40	10	-5.01	0.04	3.26
1520	10	10	70	10	-4.19	0.2	0.21
1521	10	20	0	10	-6.05	2.2	-1.15
1522	10	20	10	10	-5.97	1.71	0.52
1523	10	20	20	10	-5.84	1.59	1.43
1524	10	20	40	10	-5.45	1.27	2.13
1525	10	20	70	10	-4.56	1.24	-1.04
1526	10	40	0	10	-6.28	3.73	-0.43
1527	10	40	10	10	-6.03	3.34	0.52
1528	10	40	20	10	-5.82	3.02	1
1529	10	40	40	10	-5.38	2.79	0.61
1530	10	40	70	10	-4.48	2.35	-2.81
1531	10	70	0	10	-3.75	1.43	0.66
1532	10	70	10	10	-3.55	1.1	0.85
1533	10	70	20	10	-3.36	0.82	0.7
1534	10	70	40	10	-2.91	0.29	-0.23
1535	10	70	70	10	-2.27	-0.32	-3.72
1536	20	0	0	10	-5.05	-1.89	-2.1
1537	20	0	10	10	-5.17	-2.29	0.32
1538	20	0	20	10	-5.07	-2.62	2.04
1539	20	0	40	10	-4.82	-2.49	3.39
1540	20	0	70	10	-4.1	-2.26	0.29
1541	20	10	0	10	-5.93	-0.09	-2.25
1542	20	10	10	10	-5.85	-0.66	-0.1
1543	20	10	20	10	-5.74	-0.87	1.17
1544	20	10	40	10	-5.47	-1.07	1.99
1545	20	10	70	10	-4.66	-0.82	-1.07
1546	20	20	0	10	-6.37	1.17	-1.95
1547	20	20	10	10	-6.21	0.67	-0.29
1548	20	20	20	10	-6.06	0.4	0.68
1549	20	20	40	10	-5.76	0.23	1.21
1550	20	20	70	10	-4.8	0.12	-2.03
1551	20	40	0	10	-6.23	2.42	-1.1
1552	20	40	10	10	-6.09	1.91	-0.12
1553	20	40	20	10	-5.85	1.64	0.36
1554	20	40	40	10	-5.44	1.45	-0.01
1555	20	40	70	10	-4.49	1	-3.47
1556	20	70	0	10	-3.67	0.19	0.22
1557	20	70	10	10	-3.51	-0.16	0.42
1558	20	70	20	10	-3.25	-0.51	0.26
1559	20	70	40	10	-2.82	-0.99	-0.69
1560	20	70	70	10	-2.21	-1.62	-4.16
1561	40	0	0	10	-5.38	-2.63	-2.76
1562	40	0	10	10	-5.5	-3.19	-0.52
1563	40	0	20	10	-5.39	-3.64	0.92
1564	40	0	40	10	-5.11	-3.5	1.88
1565	40	0	70	10	-4.34	-3.24	-1.27
1566	40	10	0	10	-5.87	-1.22	-2.61
1567	40	10	10	10	-5.88	-1.88	-0.69
1568	40	10	20	10	-5.83	-2.1	0.36
1569	40	10	40	10	-5.44	-2.22	1.04
1570	40	10	70	10	-4.54	-2.11	-2.13
1571	40	20	0	10	-6.05	-0.25	-2.33
1572	40	20	10	10	-5.96	-0.79	-0.85
1573	40	20	20	10	-5.8	-1.13	0.25
1574	40	20	40	10	-5.41	-1.4	0.34
1575	40	20	70	10	-4.56	-1.28	-2.9
1576	40	40	0	10	-5.63	0.81	-1.22
1577	40	40	10	10	-5.51	0.23	-0.44
1578	40	40	20	10	-5.33	-0.04	0.07
1579	40	40	40	10	-4.84	-0.37	-0.44
1580	40	40	70	10	-3.97	-0.6	-3.88
1581	40	70	0	10	-2.91	-1.54	0.13
1582	40	70	10	10	-2.78	-1.8	0.37
1583	40	70	20	10	-2.59	-2.14	0.22
1584	40	70	40	10	-2.14	-2.54	-0.48
1585	40	70	70	10	-1.59	-3	-3.92
1586	70	0	0	10	-3.65	-1.35	-1.21
1587	70	0	10	10	-3.66	-2.19	0.82
1588	70	0	20	10	-3.62	-2.56	2.02
1589	70	0	40	10	-3.35	-2.41	2.83
1590	70	0	70	10	-2.64	-1.62	-0.21
1591	70	10	0	10	-3.81	-0.44	-0.85
1592	70	10	10	10	-3.81	-1.14	0.87
1593	70	10	20	10	-3.7	-1.54	1.79
1594	70	10	40	10	-3.34	-1.55	2.22
1595	70	10	70	10	-2.69	-0.78	-0.81
1596	70	20	0	10	-3.76	0.18	-0.53
1597	70	20	10	10	-3.72	-0.42	0.93
1598	70	20	20	10	-3.51	-0.81	1.79
1599	70	20	40	10	-3.16	-0.81	1.9
1600	70	20	70	10	-2.45	-0.19	-1.17
1601	70	40	0	10	-3.06	0.58	0.42
1602	70	40	10	10	-3	0.11	1.33
1603	70	40	20	10	-2.8	-0.2	1.83
1604	70	40	40	10	-2.45	-0.26	1.46
1605	70	40	70	10	-1.66	0.09	-1.55
1606	70	70	0	10	-0.78	-1.79	2.06
1607	70	70	10	10	-0.62	-2.08	2.36
1608	70	70	20	10	-0.42	-2.37	2.4
1609	70	70	40	10	-0.03	-2.44	1.71
1610	70	70	70	10	0.49	-2.21	-1.25
1611	50	40	40	0	-3.67	-0.81	-0.38
1612	100	0	0	10	0.26	2.8	2.68
1613	0	100	0	10	1.08	-4.55	1.21
1614	0	0	100	10	-1.4	-0.13	-5.21
1615	0	100	100	10	1.34	-4.76	-8.04
1616	100	0	100	10	1.08	6.54	-2.68
1617	100	100	0	10	4.81	-5.1	7.21
